chunk_text,topic
"Deze synode was een cruciale 
vergadering in de geschiedenis van de Nederlandse reformatorische 
traditie, waarvan ik een erfgenaam ben. Er zĳn echter nog andere 
verhalen te vertellen over Voetius en Dordt, namelĳk over de verbanden 
met kolonialisme en slavernĳ. Verhalen die niet alleen lang buiten mĳn 
blikveld vielen, maar die ondanks de toegenomen algemene aandacht 
voor slavernĳ, kolonialisme en racisme weinig aandacht krĳgen.1
Racisme en slavernĳ worden vooral besproken vanuit een seculier 
perspectief dat de verstrengeling van christendom en kolonialisme in 
de Republiek verdoezelt. Het idee dat religie en seculariteit te scheiden 
zouden zĳn komt juist voort uit de specifieke machtsverhoudingen rond 
het ontstaan van de moderne natiestaat in het Westen.2 In het koloniale 
Europa speelde het christendom een rol in de ontwikkeling van een 
idee van Europese christelĳke superioriteit, waaruit raciale categorieën 
voortkwamen.3",Everyday Racism & Modern Racial Inequality
"28
ORGANISATIE
 
O.1> Er moet een onafhankelijk bureau komen dat alle klachten behandelt die gaan over de politie, 
de Koninklijke Marechaussee en boa’s. Het kan niet zo zijn dat de slager zijn eigen vlees keurt. O.2> Meldingen over delicten met een element van discriminatie of racisme, moeten binnen 
de systemen van de politie en het OM, ook de classificatie discriminatie/racisme krijgen, in het 
belang van uniforme registratie.",Everyday Racism & Modern Racial Inequality
"Discriminatiebestrijding moet gebaseerd 
zijn op wetgeving en internationale verdragen die minderheden beschermen tegen racisme en 
andere vormen van discriminatie. O.2> ADV’s moeten rechtstreeks en structureel gefinancierd worden door de centrale overheid. Er moet een vast budget komen voor discriminatiebestrijding door de meldpunten en een apart 
budget voor salarissen. O.3> Het functioneren van de ADV",Everyday Racism & Modern Racial Inequality
"• Er moet een speciale afdeling bij de politie worden ingesteld die aangifte van racisme 
en discriminatie opneemt en die bestaat uit experts uit Zwarte gemeenschappen en 
gemeenschappen van kleur. • De personeelsbestanden van het OM en van de rechtspraak moeten, na inclusieve 
werving en selectie met ruimte voor aanvullende opleidingen, een afspiegeling zijn van de 
gehele samenleving.",Everyday Racism & Modern Racial Inequality
"Inclusiviteit en diversiteit werken alleen binnen een gezonde omgeving en wanneer bedrijven een 
goed werkend anti-discriminatiebeleid hebben, dat bekend is onder de werknemers en waaraan ge-
volgen zijn verbonden wanneer het niet wordt nageleefd. Inclusiviteit moet meetbaar zijn. DUTCH RACISM Het racisme in Nederland manifesteert zich op een manier dat zich kenmerkt door ontkenning en een 
beeld waarin verondersteld wordt dat Nederland een onschuldige, tolerante, liberale en kleurenblinde 
samenleving is.",Everyday Racism & Modern Racial Inequality
"Zowel de Staatscommissie als het Nationaal Bureau (Anti-)Discriminatie en Racisme 
moeten bestaan uit kritische personen die afkomstig zijn uit  de doelgroepen die met 
institutioneel racisme te maken hebben.

23
BES.6> Zwarte maatschappelijke organisaties en Zwarte experts dienen betrokken te worden bij 
het vaststellen van de profielen van de raadsleden van de Commissie, het topmanagement van 
het Nationaal Bureau, de selectieprocedure en het vaststellen van de taken en bevoegdheden 
van beide instituten.
BES.7> De Staatscommissie doet onderzoek naar institutioneel racisme bij de landelijke, 
regionale en lokale overheid. Het onderzoek moet worden uitgevoerd door experts en 
professionals die een afspiegeling zijn van de gehele samenleving. BES.8> De Staatscommissie",Everyday Racism & Modern Racial Inequality
"Reparatie wordt dan ervaren als 
gerechtigdheid. Om de economische situatie in het Caribisch gebied te begrijpen is de relatie van de 
gekoloniseerde gemeenschappen met de kolonisator van grote betekenis. De 
economische geschiedenis laat dan ook zien dat deze gebieden zich ontwikkelden van 
mercantalisme, naar kapitalisme en neo liberale systeem (Emmer, 2000). De 
gemeenschap werd sociaal gestructureerd waarbij de kleur van de mensen een 
determinerende rol speelde. De lichtgekleurden vormde de toplaag in de sociale 
structuur zowel in de handelssector als in het bestuur van het land.",Everyday Racism & Modern Racial Inequality
"Iedereen kan vooroordelen hebben maar over het algemeen hebben witte 
mensen vanuit de moderne geschiedenis de machtspositie om op basis van vooroordelen andere 
groepen structureel achter te stellen. MICRO-AGRESSIE  
Micro-agressie omvat alle (subtiele) handelingen, uitspraken en gedragingen waarbij iemands iden-
titeit (on)bewust minachtend, beledigend en/of aanvallend wordt bejegend. Ook het wegwuiven van 
klachten hierover is een vorm van micro-agressie. • Micro-aanval:  
bewuste (non-)verbale gedraging(en) die een persoon opzettelijk beledigen. Het betreft vaak 
zijdelingse opmerkingen, ‘grapjes’, interrupties, aannames.",Everyday Racism & Modern Racial Inequality
"Excuses vanuit het perspectief van de liberale orde Dr. Francio Guadeloupe Koninklijke Instituut voor Taal, Land en Volkenkunde (KITLV) 
Universiteit van Amsterdam (UvA) De hele discussie of de Nederlandse staat excuses zou moeten aanbieden voor de rol dat 
het koningshuis, politici in Den Haag en hun gouverneurs hebben gespeeld ten tijde van de 
trans-Atlantische slavenhandel en slavernij in Suriname, Aruba, Bonaire, Curaçao, Sint Maarten, 
Sint Eustatius en Saba, dient te worden beoordeeld binnen de parameters van de moderne 
politiek-economische uitrusting van de wereld. In de 21ste eeuw leven we nog steeds in een 
post-Tweede Wereldoorlog liberale orde van natiestaten en de Verenigde Naties met allerlei 
transnationale regulerende instituties en internationale wetgeving, zonder wie de wereld zou 
vervallen tot realpolitik, de macht van de sterkste, oorlog en chaos.1",Everyday Racism & Modern Racial Inequality
"Er moet ook aandacht zijn voor de maatschappelijke thema’s die activisten aankaarten.
• In de lessen moet o.a. aan de orde komen:
- rapporten van het College voor de Rechten van de Mens
- bevindingen van de Ombudsman (inclusief de Ombudsman van Curaçao en die van 
andere gebieden binnen het Koninkrijk)
- feiten die activisten belichten. C.4> Het slavernijverleden en hoe dat doorwerkt, het kolonialisme, het migratieverleden, wit 
privilege en de indeling van het Nederlands Koninkrijk moeten een structurele plek krijgen in het 
curriculum. C.5>",Everyday Racism & Modern Racial Inequality
"Op 10 maart 2021 bood de minister van BZK aan de Kamer een verkenning aan naar een Na­
tionaal Coördinator tegen Racisme en Discriminatie. Verdere rapportage over de voortgang 
van de overige moties volgt voor het zomerreces 2021. In de uitwerking van haar motie over 
discriminatie en wetgeving heeft de Eerste Kamer op 23 maart 2021 de Parlementaire onder­
zoekscommissie Effectiviteit anti-discriminatiewetgeving (POC) ingesteld. Deze commissie 
heeft als taak het parlementaire onderzoek naar de effectiviteit van anti-discriminatiewetge­
ving uit te voeren dat werd voorgesteld door de tijdelijke commissie.52
51 Kennisplatform Integratie & Samenleving (2021).",Everyday Racism & Modern Racial Inequality
"Dus in mijn familie heerste in de 
jaren vijftig ook nog altijd zo’n koloniale mentaliteit, waarin gediscrimi­
neerd werd naar laagopgeleide mensen. Door thuis verplicht Nederlands 
te praten, de taal van de koloniale heerser en door goede educatie probeer­
de mijn creoolse familie zoveel mogelijk te lijken op de blanke bovenlaag. Er was toen geen enkele reden om je te verdiepen in de slavernij; men 
schaamde zich ervoor.’13 Het waren vooral de eerste generatie-migranten bij wie intern racisme 
en het zogenoemde ‘whitepassing’ de norm werd.",Everyday Racism & Modern Racial Inequality
"Ook werden vanaf 
hier de eerste exports van slaafgemaakten naar Latijns-Amerika gestart. Zuid-Nederlanders waren erg actief in deze proefkoloniën, als plantage-­
eigenaars en als suikerexporteurs. Neem nu Jacob Groenenberch, afkomstig uit Keulen (geboren in 1472) en 
in Antwerpen actief als koopman. Hij kocht in 1513 een suikerriet­plantage 
in Tazacorte op het Canarische eiland La Palma. Tegen 1524 bezat Groenen­
berch een zesde van alle grond op La Palma.1",Everyday Racism & Modern Racial Inequality
"Dit systeem is aan hervorming toe zodat schulden niet 
verdubbelen enkel vanwege deze kosten. A.4> Investeer in een duurzame en rechtvaardige circulaire economie in alle landen en 
bijzondere gemeenten binnen het Koninkrijk en implementeer deze samen, op gelijkwaardige 
basis, met de overheden binnen het Koninkrijk.
A.5> Koppel straf- c.q. bestuursrechtelijke consequenties aan racisme en discriminatie bij o.a. 
het onterecht niet verstrekken van een huurwoning, hypotheken en leningen. Werkgevers die 
discrimineren en discriminatie faciliteren vallen hier ook onder. A.6> De schone lei uit de Wet schuldsanering natuurlijke personen (Wsnp) moet makkelijker en 
sneller bereikbaar zijn.",Everyday Racism & Modern Racial Inequality
"Dit doen ze door middel van het organiseren van Keti Koti Tafels, 
de bijbehorende workshop en diverse thema-bijeenkomsten. Sinds de oprichting in 2012, heeft 
stichting Keti Koti Tafel in samenwerking met ca. 130 organisaties, waaronder vele musea, grassroots 
organisaties, stadsarchieven, kerken, vrijwilligers en gemeentelijke overheden Keti Koti Tafels 
georganiseerd, waaraan in totaal ca. 13.000 mensen hebben deelgenomen. 
 

bijlage 7
Geraadpleegde bronnen
•	 Actieplan Cultuur en Creatief Inclusief (2011, 2019). Code Diversiteit en Inclusie in de culturele 
sector. 17p. •	 Andriessen, I., Nievers, E., Faulk, L., Dagevos, J. (2010).",Everyday Racism & Modern Racial Inequality
"Het aantal deelnemers aan fysieke tafels moest beperkt 
worden wegens de verplichte anderhalve meter afstand. Tevens zijn bijeenkomsten naar 
een later tijdstip verschoven, toen de versoepelingen van de corona-richtlijnen meer fysieke 
ontmoeting mogelijk maakten. Om toch aan de opdracht te voldoen om de Nederlandse samenleving in brede zin in de 
dialogen te betrekken, Heeft het adviescollege digitale dialoogsessies georganiseerd. Het 
koos daarbij voor drie verschillende vormen:
1.	 drie brede maatschappelijke digitale dialogen in samenwerking met Pakhuis de Zwijger; 
2.	 zes sectorale dialogen in samenwerking met IZI Solutions;
3. 21 dialooglessen en acht slotdialogen met scholieren en studenten in samenwerking met 
Discussiëren",Everyday Racism & Modern Racial Inequality
"Herstel van de voortdurende vernedering van mensen van 
Afrikaanse komaf in de Europese en Nederlandse beeldvorming is vaak onderschat en verdient 
een specifieke plek in het streven naar een racismevrije samenleving (ENAR 2014; Essed 2013). Karakteristiek van excuses Nationale of lokale publieke excuses voor historisch onrecht vormen een genre op zich (Marrus 
2007) met inmiddels vele varianten. Toch is er redelijke overeenstemming over de volgende vier 
karakteristieken van een effectief excuus: 1) Erkenning van onrecht en het daaruit voortvloeiend 
leed; 2)",Everyday Racism & Modern Racial Inequality
"Echter wijzen vele onderzoeken 
uit de afgelopen decennia uit dat discriminatie op de arbeidsmarkt een structureel probleem is. Dit 
onrecht treft Zwarte mensen hard, omdat het consequenties heeft voor hun sociaaleconomische po-
sitie en hun welzijn. Het probleem heeft meerdere verschijningsvormen. Zo verdienen Zwarte mensen 
- en zeker Zwarte vrouwen - voor gelijk werk te vaak minder dan hun witte collega’s, wordt er in solli-
citatieprocedures door werkgevers gediscrimineerd en blijken veel uitzendbureaus bereid op verzoek 
van werkgevers te discrimineren. Hoewel steeds meer werkgevers en bedrijven zich inzetten om diversiteit onder het personeel te bevor-
deren, werken",Everyday Racism & Modern Racial Inequality
"4
en complexiteit binnen Zwarte gemeenschappen. Er zijn bijvoorbeeld mensen die Zwart en 
moslim zijn, Zwart en queer, Zwart en ongedocumenteerd of Zwart en vrouw met een geestelijke/
lichamelijke beperking of chronische ziekte. Zij ervaren (anti-zwart) racisme op verschillende 
manieren en in verschillende gradaties. Dit moet worden meegenomen bij het implementeren 
en uitvoeren van dit manifest. Mensen die bijvoorbeeld Zwart en moslim zijn, Zwart en queer, 
Zwart en ongedocumenteerd of Zwart en ervaren (anti-zwart) racisme op verschillende 
manieren en in verschillende gradaties.",Everyday Racism & Modern Racial Inequality
"Versterk de kennis over de betekenis van discriminatie in het dagelijks leven en tref 
wettelijke maatregelen ter bestrijding van racisme en vreemdelingenhaat. Draag zorg voor 
systematische handhaving. Implementeer daartoe een structureel, intersectioneel programma 
ter bestrijding van discriminatie en racisme, waaronder institutioneel racisme en etnisch 
profileren. Daarbij verdient de bestrijding van institutioneel racisme op de arbeidsmarkt, de 
woningmarkt, het onderwijs en de politie specifieke en dringende aandacht. Maak het slavernijverleden zichtbaar, zodat dit een gedeelde geschiedenis kan worden.",Everyday Racism & Modern Racial Inequality
"Wel 
kan de achterstand die Zwarte mensen hebben opgelopen door de gruwelen van de slavernij, enigs-
zins worden gecorrigeerd door onderstaand nazorgpakket. ALGEMEEN
 
A.1> Nederland moet alle schulden kwijtschelden van landen waarmee een (neo-)koloniale 
betrekking is (geweest).
A.2> Standbeelden, straatnamen en andere verheerlijking van personen die misdaden hebben 
begaan tijdens de slavernij en ons koloniale verleden worden verwijderd uit het straatbeeld. A3> Nederland erkent dat de werkelijke afschaffing van de slavernij pas in 1873 heeft plaatsgevonden. A4> 150 jaar na de daadwerkelijke afschaffing van de slavernij, op de vooravond van de 
herdenking op 1 juli 2023, moet Nederland formele excuses aanbieden voor de Nederlandse rol in 
de slavernij.",Everyday Racism & Modern Racial Inequality
"Door gebruik te maken van deze etnisch geladen risicoprofielen worden mensen met 
een migratieachtergrond vaker gecontroleerd dan mensen zonder migratieachtergrond. Amnesty, 
Nederlands Juristen Comité voor de Mensenrechten en Controle Alt Delete vinden dat etniciteit geen 
onderdeel mag zijn van een (geautomatiseerde) risicoprofiel. RODE LIJST Wij spreken niet meer van een zwarte lijst.",Everyday Racism & Modern Racial Inequality
"13
2>
ZORG & WELZIJN ZWART MANIFEST
INLEIDING De schadelijke impact van racisme en discriminatie op de psychische  en fysieke gezondheid van 
Zwarte mensen en mensen van kleur is groot. De dagelijkse stress, dreiging en geweld, zorgt volgens 
Amerikaans onderzoek[1] uit februari 2021 voor een snellere veroudering van Zwarte mensen. Zij zijn 
onevenredig vaak ziek en lijden vaker aan mentale aandoeningen.",Everyday Racism & Modern Racial Inequality
"Oftewel het bevrij-
den van onderdrukkende ideeën. Dekolonisering moet ook plaatsvinden in de wijze waarop informatie 
verstrekt wordt, schoonheidsidealen, etc.
DIVERSITEIT EN INCLUSIVITEIT 
Diversiteit gaat over alle mogelijke aspecten waarop mensen van elkaar (kunnen) verschillen waarbij 
het gaat om zowel zichtbare verschillen als geslacht, etniciteit, leeftijd en fysieke uitdagingen, als on-
zichtbare verschillen zoals karakter, persoonlijkheid, kwaliteiten, competenties en mentale uitdagingen. 42
Inclusie gaat over de mate waarin diversiteit als kwaliteit in de samenleving, organisatie en mens in-
gezet en geborgd wordt om deze te verbeteren. Een belangrijke voorwaarde hierbij is dat er continue 
gewerkt wordt aan een hoge mate van identiteit, verbondenheid en veiligheid. Oftewel de mate waar-
in iedereen de veiligheid en ruimte voelt om zichzelf te zijn, evenredig gewaardeerd wordt en toegang 
heeft tot dezelfde mogelijkheden.",Everyday Racism & Modern Racial Inequality
"De Black Archives collectie is gebaseerd op vijf sub-collecties, allemaal met een Surinaamse 
achtergrond. Door het onderzoek van Leo Balai is het drama van het schip de Leusden bij een groter Afro-
Nederlands publiek bekend, maar de grote opstand op het slavenschip Neptunus waarbij ruim vierhonderd 
mensen het leven verloren nadat de slaafgemaakten zelf het schip lieten ontploffen, kent vrijwel niemand. De 
opstand op de Amistad kent iedereen. Het zijn slechts enkele voorbeelden van vele.",Everyday Racism & Modern Racial Inequality
"Personeelsbestanden van onderwijsinstellingen moeten een afspiegeling zijn van 
de gehele samenleving. Dit geldt voor schoolbesturen, schooldirecties, staf en andere 
onderwijsprofessionals. O.2> De in-, uit- en doorstroom van medewerkers en leerlingen moet geregistreerd worden.",Everyday Racism & Modern Racial Inequality
"25
BET.6> De klimaatcrisis raakt wereldwijd vooral mensen die hier het minste schuld aan hebben, 
in het bijzonder de Zwarte gemeenschap en gemeenschappen van kleur. De aanpak van de 
klimaatcrisis, en dan met name het overheidsbeleid, moet anti-koloniaal en anti-racistisch 
zijn. Milieurechtvaardigheid moet het doel zijn. Bedrijven en multinationals die niet structureel 
verduurzamen, moeten aansprakelijk worden gesteld voor schade en misdaden tegen mens, 
natuur en het milieu.",Everyday Racism & Modern Racial Inequality
"2018 
Geen aandacht gehad 
voor veiligheid 
gaswinning Groningen 
Rutte, Algemene 
Zaken; Kamp, 
Economische Zaken 
(beiden VVD) 
Eigen 
handelen 
Gedaan in 
Buitenhof, Rutte 
zegt dat Kamp en 
hij (‘namens het 
kabinet’): ‘diep 
spijt hebben van 
het feit, excuses 
maken voor het 
feit, dat zo lang in 
onze geschiedenis 
de veiligheid in 
Groningen geen 
hoofdrol heeft 
gespeeld in de 
discussie. ’ 
‘ Rutte: 
Groningen, het 
spijt ons diep’, 
Dagblad van het 
Noorden, 15 
januari 2018; 
Buitenhof, 14 
januari 2018 
(minuut 12:48 
e.v.), 
https://www.vpro
.nl/buitenhof/spe
el~VPWON_1283
462~mark-rutte-
buitenhof~.html 
13 
februari 
2018 Onwaarheid over 
bijwonen bijeenkomst 
in Poetins",Everyday Racism & Modern Racial Inequality
"Elke onderwijsinstelling moet een antiracisme-commissie in het leven roepen, die erop 
toeziet dat meldingen worden vastgelegd en behandeld. • Onderwijsinstellingen die zich schuldig maken aan racisme en discriminatie, moeten 
serieuze consequenties ondervinden, bijvoorbeeld maar niet uitsluitend in de vorm van 
boetes. Hierop moet streng gehandhaafd worden.
• De onderwijsinstellingen nemen actie om de meldingsbereidheid te vergroten bij 
leerlingen, opvoeders en onderwijsmedewerkers. •",Everyday Racism & Modern Racial Inequality
"In de journalistieke en academische wereld, met name in de Verenigde 
Staten, maken sommigen onderscheid tussen ‘Zwart’ met en ‘zwart’ 
­zonder hoofdletter. Persagentschap Associated Press (ap), heeft er bijvoor­
beeld voor gekozen om met Zwart te verwijzen naar een raciale, etnische 
of culturele entiteit, gebaseerd op een gedeeld besef van geschiedenis, 
identiteit en gemeenschap van personen die zich identificeren als Zwart, 
met inbegrip van degenen in de Afrikaanse diaspora en de inwoners van 
Afrika. Wordt zwart geschreven met een kleine letter, dan duidt ap daar­
mee de kleur zwart aan, niet een persoon.2 In Nederland is de discussie 
hierover (nog) nauwelijks gevoerd. In Staat en slavernij zijn beide schrijf­
wijzen terug te vinden.",Everyday Racism & Modern Racial Inequality
"Zo ook aan genoegdoening voor slachtoffers van de trans-Atlantische slavenhandel. In 2013 
werd door de VN ‘het decennium voor mensen van Afrikaanse afkomst’ (Decade of People of 
African Descent) uitgeroepen, met als doel de grondrechten en de vrijheden van mensen van 
Afrikaanse afkomst te beschermen. De resolutie roept VN-landen op in actie te komen tegen 
racisme, rassendiscriminatie, vreemdelingenhaat en de daarmee samenhangende onverdraag­
zaamheid. Het Nederlandse kabinet ondersteunt de Decade om de aanpak van racisme in 
Nederland te versterken. Nederland volgt hierbij de drie pijlers van de VN-resolutie: erkenning, 
rechtvaardigheid en ontwikkeling. 
6	 Opendemocracy.net (2016).",Everyday Racism & Modern Racial Inequality
"Ook dit 
was alleen gericht op de Benedenwindse eilanden. De voorgestelde Ǯschadeloosstellingǯ 
was in dit ontwerp f. 250 per slaaf-gemaakte, met een totaal van f. 1.500.000 voor de 
6000 slaaf-gemaakten op de drie eilanden. Twee derde, of f. 1.000.000 zou worden 
uitgegeven als staatspapier met een rente van 4%, en qua garantie gelijkwaardig zijn aan 
andere door de Staat uitgegeven effecten. Het resterende één derde deel zou in 
contanten aan de houders van de slaaf-gemaakten worden uitbetaald.21 
 
17) Ontwerp van de heer N. Anslijn cum suis, 1848.",Everyday Racism & Modern Racial Inequality
"Dat bevestigen onderzoeken van onder andere het Sociaal en Cultureel 
planbureau. Er is meer onderzoek nodig naar onderwijsvormen die zich richten op Zwarte 
kinderen en kinderen van kleur waarin bijvoorbeeld stamgroepen (verschillende leeftijden bij 
elkaar in zogenaamde „bouwjaren“) de basis vormen in plaats van jaarlagen (dezelfde leeftijd in 
één groep). B.7> Onderzoek institutioneel racisme, anti-zwart racisme en discriminatie bij 
onderwijsinstellingen en formuleer een actieplan voor diversiteit en inclusie. Daarin moeten ook 
doelstellingen staan op het gebied van antiracisme.",Everyday Racism & Modern Racial Inequality
"Een belangrijke eerste stap in het tegengaan van discriminatie en institutioneel racisme, is het stellen 
van een duidelijke norm voor de Belastingdienst, de politie, de KMar en het UWV. Deze en andere over-
heidsinstanties mogen nationaliteit en etniciteit geen deel laten uitmaken van een (geautomatiseerd) 
risicoprofiel. Dit werkt namelijk etnisch profileren in de hand. 
En etnisch profileren is een vorm van institutioneel racisme, omdat het onderdeel is van overheidsbeleid en 
–instructies en leidt tot ongelijkheid tussen Nederlanders mét en Nederlanders zonder migratieachtergrond.
BELEID
B.1> Nationaliteit en etniciteit mogen geen deel uitmaken van een (geautomatiseerd) risicoprofiel.
• Deze norm wordt ondersteund door alle antidiscriminatievoorzieningen verenigd in Discri-
minatie.nl en moet gelden voor de Belastingdienst, de politie, de KMar, het UWV en de ande-
re 54 overheidsinstanties die gebruik maken van risicoprofielen en voorspellende algoritmes.
• Er moet worden opgetreden tegen instanties die werken met etnisch geladen risicoprofielen.",Everyday Racism & Modern Racial Inequality
"In de gesprekken brachten de belangenorganisaties verschillende aandachtspunten naar 
voren. De vertegenwoordigers van de organisaties vroegen met name aandacht voor een 
doelgerichte bestrijding van discriminatie en vooral ook van institutioneel racisme; voor ver­
groting van representativiteit zowel in het bestuur als in alle maatschappelijke sectoren; voor 
de bevordering van kennis binnen het onderwijs over onderwerpen als slavernijverleden en 
discriminatie; en voor het belang van excuses, erkenning en herstel van de schade door het 
slavernijverleden. De belangenorganisaties benadrukken het belang van de dialoog voor de 
bewustwording van het slavernijverleden en de doorwerking ervan.",Everyday Racism & Modern Racial Inequality
"De toegenomen onverdraagzaamheid en discriminerende agressie tegen (Zwarte) 
moslims, moet bestreden worden. Zwarte moslims en dan vooral Zwarte moslima’s, ondergaan 
dagelijks moslimhaat, xenofobie, misogynie, seksisme en anti-zwart racisme. Er moet een 
onafhankelijk onderzoek komen naar de gevolgen van moslimhaat en anti-zwart racisme op de 
schoolcarrière, kansen op de arbeidsmarkt, huisvesting, veiligheid en welzijn van Zwarte moslims. Een actieplan moet ervoor zorgen dat de onderzoeksresultaten niet vrijblijvend zijn. BES.14",Everyday Racism & Modern Racial Inequality
"Eén van de speerpunten was het door de overheid gesteunde 
(bijzonder) Katholiek onderwijs. De liberalen bleven zich hier tegen verzetten en 
uiteindelijk leidde dit tot een definitieve breuk tussen de liberale en Katholieke 
stroming.50 De Conservatief-Protestanten waren voor een kabinet dat in hun ogen echt protestants 
was en daarmee Antikatholiek en Antiliberaal. Daarnaast waren ze voor een herziening 
van de grondwet uit 1848, die volgens hen te veel had veranderd en die ze op 
reactionaire wijze wilden herzien. Het terugdraaien van de Grondwet stond voor 
sommige Conservatief-Protestanten gelijk aan het terugdringen van de katholieke 
invloed vanuit Rome.",Everyday Racism & Modern Racial Inequality
"De ADV’s lijken verder zichzelf te beoordelen waardoor effectiviteit en transparantie uitblijft. Dit heeft weer als gevolg dat slachtoffers van racisme en discriminatie zich vaak niet melden bij de 
ADV’s. Zij  herkennen zich niet in de besturen en klachtenbehandelaars, die geen vertrouwen en veilig-
heid uitstralen. De lage meldingsbereidheid zorgt ervoor dat de huidige discriminatiecijfers niet re-
presentatief zijn voor de dagelijkse realiteit. De ADV’s moeten daarom dringend en grondig hervormd 
worden.",Everyday Racism & Modern Racial Inequality
"50 Het Rijksmuseum, tentoonstelling Slavernij (www.rijksmuseum.nl). 24
5.3.6 Justitie en veiligheid Etnisch profileren, discriminatie en racisme door en bij de politie hebben in toenemende mate 
aandacht gekregen. In het onderzoek naar institutioneel racisme door KIS51 blijkt dat in de 
handelwijze en politieaanpak onderdelen aanwezig zijn van selectie, vooroordelen en stereo­
typen op grond van etniciteit.",Everyday Racism & Modern Racial Inequality
"Het definitieve einde kwam in 1872, toen Nederland de 
Goudkust afstond aan Groot-Brittannië. Tot verdriet van de Indische legerleiding. De Belanda Hitam, oftewel Zwarte Hollanders, hadden afgezien van die ene 
muiterij een uitstekende reputatie opgebouwd. Ze hadden zich bewezen als 
geschikte koloniale militairen: ze waren goed bestand tegen het klimaat en de 
uitputtende dagmarsen, toonden zich onverschrokken in het gevecht én ze 
verbroederden zich niet met de Indonesische bevolking.",Everyday Racism & Modern Racial Inequality
"In de Nederlandse Mediawet[1 ] (2008) ligt verankerd dat mediadiensten op evenwichtige wijze een 
beeld van de samenleving geven en de pluriformiteit weerspiegelen. Ook is een gedragscode opge-
nomen, met aandacht voor procedures van meldingen en vermoedens over misstanden. Maar in de realiteit zijn mediabedrijven voornamelijk wit en is er geen veilige organisatiecultuur waarin 
men zich durft uit te spreken tegen racisme of andere vormen van discriminatie op de werkvloer. Het Zwart Manifest pleit voor de bestrijding van anti-zwart racisme in de mediawereld, in zowel wat 
wordt gepubliceerd en uitgezonden als in de organisatiestructuur van de mediabedrijven.",Everyday Racism & Modern Racial Inequality
"De excuses hebben niets te maken met de wetenschap, maar zijn overduidelijk 
een politieke aangelegenheid en het resultaat van een actieve lobby. Excuses 
aanbieden is altijd sympathiek, toch zie ik er het nut niet zo van in. Ik denk dat 
excuses voor onrecht gepaster zijn in een tijd waarin daders en slachtoffers 
nog leven. Volgens de normen van de huidige maatschappij is er heel veel 
misgegaan in het verleden, dus eigenlijk zouden er dan ook excuses moeten 
komen voor de vervolging en bestraffing van homoseksualiteit, de grootschalige 
uitbuiting van kindarbeiders en de uitsluiting en discriminatie van vrouwen 
en meisjes.",Everyday Racism & Modern Racial Inequality
"regelmatig niet uit voor directievergaderingen en ontzegden hem zĳn 
bonussen. In 1721 werd een commissie ingesteld om de mislukking 
van de Compagnie te onderzoeken. In de commissie zat onder andere 
Abraham Peixotto, een joodse koopman die het buitenhuis Vegt en 
Rust in Maarssen bezat en de joodse aandeelhouders van de Compagnie 
vertegenwoordigde. Door tegenwerking van de directieleden, behalve 
van Machado, duurde het uiteindelĳk tot 1729 voordat de directieleden 
uit hun functie konden worden gezet.",Everyday Racism & Modern Racial Inequality
"MANIFEST
INLEIDING
 
Sport verbroedert zegt men, maar in Nederland is sport in toenemende mate juist een broeikas voor 
discriminatie.[1] Er wordt nauwelijks opgetreden door de overheid wanneer spelers, clubs, supporters 
en bonden zich schuldig maken aan racisme. Wij pleiten voor een veilige sportwereld voor iedereen. 
Laat sport weer verbroederen! ALGEMEEN A.1>",Everyday Racism & Modern Racial Inequality
"Speel herinnert zich dat de lokale Utrechtse televisie onze werkgroep 
kwam filmen. Toen ze binnenkwamen waren we net aan het eten. Wat 
hem opviel is dat sommigen van ons per se niet wilden dat ze ons filmden 
tĳdens het eten, omdat we geen stereotiep beeld wilden bekrachtigen 
over mensen van kleur. Speel vond dat onzinnig: ‘Die stereotypen 
worden bepaald door de norm, en die norm mag nooit bepalend zĳn 
voor wat ik doe.",Everyday Racism & Modern Racial Inequality
"O.3> Racisme is geen mening en mediaorganisaties mogen niet objectief of ‘neutraal’ zijn 
wanneer het op racisme aankomt. Mediaorganisaties dienen stelling te nemen tegen racisme 
en dat ook te benoemen in hun producties. O.4> Er moet een mediaprotocol komen voor de aanpak en bestrijding van racisme en 
discriminatie op de werkvloer en in producties, inclusief een veiligheidsclausule voor medewerkers 
zodat zij zich zonder nadelige gevolgen kunnen uitspreken tegen racisme en discriminatie.",Everyday Racism & Modern Racial Inequality
"Dit verkleint de kans op ongelijkheid en uitsluiting in de opkomende 
digitale wereld, op de arbeidsmarkt, op school, in de gezondheidszorg etc.
 
MONITORING
 
M.1> Er moeten structurele en frequente controles bij werkgevers en uitzendbureaus 
plaatsvinden om te onderzoeken of men zich er schuldig maakt aan discriminatie. De 
bevindingen moeten jaarlijks transparant gemaakt worden in een openbaar rapport. M.2> Publieke en private organisaties die gebruik maken van datasets en algoritmen moeten 
deze continu toetsen op diversiteit, inclusiviteit en sociale rechtvaardigheid.",Everyday Racism & Modern Racial Inequality
