filename,chunk_id,chunk_text,Reg_topic_all,Reg_topic_thresholded,Reg_best_topic,Reg_best_score,Reg_topic_Scores_json,Reg_matched_summary,Reg_topic_match_counts,chunk_uid,chunk_words,per_topic_match_count,per_topic_density,labels
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.476.txt,1,"85, 107, 389 paga tera-systeem 117 pandelingen 148, 328 Papiamentu 73, 191, 193, 227 / Papiamento 193, 382 / Papiaments 33, 51, 188, 191, 194, 197 Paracutto 239 piraterij 291 Plakkaat van Verlatinghe 11, 333, 343 plantage 54-57, 60, 62, 76, 85, 112-113, 116-118, 121, 122, 125, 134-135, 139, 148, 151-154, 157, 161, 161-162, 165-170, 177, 181-182, 190, 193, 198, 206, 210, 219, 225-229, 232-234, 240-242, 244-246, 251-254, 256-261, 265, 268, 272, 285, 291-292, 304, 307, 320, 338, 340, 348-350, 356, 372, 375- 376, 378, 385, 393, 397, 399, 401, 427, 429-430 / plantage-economie 71, 113, 136, 168, 227, 296, 378, 394 plantagehouder 60, 62, 78, 232, 362 / plantageopzichter 116, 304, 396 / plantage- eigenaar 136-137, 154, 206, 219, 227, 229, 232, 241, 244-246, 341, 348-349, 391; zie ook shons poenale sanctiebeleid 117, 182 politie 110, 119-120, 241 / politiemacht 118-119 post traumatic slavery syndrome 31, 77 Raad van State 369, 415, 418 racisme 14, 31, 33, 35, 38, 41, 45-47, 49, 60, 76-77, 81, 82, 88, 95-96, 99, 100, 101, 104, 120, 172, 192, 223, 388, 432-433, 439 intern racisme 101-102 discriminatie 47, 49, 79, 95-96, 101, 104, 205, 233, 388, 433, 439 rechtsherstel 99, 103-105 Republiek der Verenigde Nederlanden 11, 334, 342-343, 344 Sapayos 239 schuldslaven 114, 328 Sefardische Joden 371, 372, 374-375, 378-379 / Sefarden 371-372","Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism","Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism",Modern & Everyday Racism,0.98953,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.946057, ""Modern & Everyday Racism"": 0.98953}","Colonial Exploitation, Slavery & Economic Inequality: plantag; Modern & Everyday Racism: discriminatie, racism","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=1 (w=1.30); hits=3 (w=3.90); cov=0.02; prox=0.83; groups=1 (w=1.30); Modern & Everyday Racism: distinct_kw=2 (w=2.60); hits=5 (w=6.50); cov=0.02; prox=0.97; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.476.txt__1,220,"[1, 1, 0]","[0.004545454545454545, 0.004545454545454545, 0.0]","[1, 1, 0]"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.351.txt,0,"— 351 — — VROEGE VORMING VAN SLAVERNIJ EN KOLONIALISME — een minderheid van zwarten. Pas in de tweede helft van de zestiende eeuw zouden zwarte slaafgemaakten de oorspronkelijke bevolking van Brazilië gaan vervangen als arbeids­ krachten. Erasmus Schetz was niet alleen actief in de suikerproductie en ­-handel. Reeds in de jaren 1530 en 1540 had hij een industrieel complex voor de productie van messing uit­ gebouwd in de Nederlanden en het ­Heilige Roomse Rijk. Uit deze koper­ legering werden de zogenaamde manillas – een ruil­middel in de vorm van koperen en messing armbanden – gemaakt die in trek waren in West-­ Afrika. Met de hoef­ijzervormige manillas kochten de ­Portugezen para­ dijskorrels, ivoor en slaafgemaakten. Prijzen voor slaaf­gemaakten werden zelfs uitgedrukt in aantallen manillas. Erasmus Schetz leverde die manil­ las aan de Portugese kroon via Antwerpen. Het industriële en commercië­ le imperium van Schetz, gestoeld op slaven­handel en slavenarbeid, nam zo de vorm aan van de typische driehoekshandel tussen Europa, Afrika en Amerika. Dus ook al legden de slavenschepen zelf niet aan in het ­zestiende-eeuwse Antwerpen, de ­Schelde­stad was wel een van de kernen van waaruit de Atlantische slavenhandel gecoördineerd en gefinancierd werd.6 Er waren ook handelaars uit de Zuidelijke Nederlanden die probeer­ den slaafgemaakten te exporteren zonder officiële licentie van de Spaanse overheid. Het gros van de hier besproken casussen gaat over handel in en inzet van slaafgemaakten in de Atlantische ruimte. Er zijn echter indica­ ties dat er ook Lage Landers betrokken waren in de slavenhandel in het gebied van de Indische Oceaan. Bijvoorbeeld Jan Hendrik, een soldaat die in de troepen van Miguel López de Legazpi (de Spaanse gouverneur- generaal) meevocht in de belegering en verovering van Manila in 1570. Hij werd beloond met een encomienda op de Filippijnen – een systeem dat lokale gedwongen arbeiders aan","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality",0.999546,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.999546}","Colonial Exploitation, Slavery & Economic Inequality: arbeid, handel, slaafgemaakt, slavernij","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=4 (w=5.20); hits=9 (w=11.70); cov=0.05; prox=0.91; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.351.txt__0,300,"[1, 0, 0]","[0.0033333333333333335, 0.0, 0.0]","[1, 0, 0]"
C:\Users\Home\policy-analysis\slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.43.txt,1,"en het parlement naar aanleiding van ideologische en constitutionele kwesties zo hoog op dat achtereenvolgens minister Van Hall, Donker Curtius, Van Reenen en een tweetal andere ministers aftraden. Het kabinet werd daardoor rechtser, een coalitie van conservatief en antirevolutionair. (Van den Berg en Vis, 2013: 377) Kabinet Van der Brugghen (1856-1858) Het kabinet Van der Brugghen trad aan op 1 juli 1856 en werd grotendeels geformeerd door de koning. Dit zogenoemde koninklijke kabinet werd geleid door de antirevolutionair Van der Brugghen. Ondanks het feit dat het kabinet een zwakke basis had in het parlement, wist het in 1857 een nieuwe wet op het lager onderwijs te introduceren. Dit was tevens het belangrijkste resultaat van dit kabinet. Na meerdere nederlagen, zoals de afwijzing van wetsvoorstellen, diende het kabinet in 1858 haar ontslag in. Kabinet Rochussen (1858-1860) Op 18 maart 1858 trad het gemengd liberaal-conservatieve kabinet Rochussen aan. Dit kabinet had weinig slagkracht en zijn voornaamste plannen met betrekking tot de koloniën en belastinghervorming kwamen niet tot stand. Het kabinet kwam ten val door het ontwerp-Spoorwegwet dat op 8 februari 1860 in de Eerste Kamer werd verworpen. Dit wetsontwerp ging over het plan om de staatsaanleg door particuliere maatschappijen te laten uitvoeren, die door de Staat zouden worden gesubsidieerd. Daar 42 Ibid 2. 43 Ibid 2, p. 41-42, cursivering van de onderzoekers.",Reparations and Remembrance,Reparations and Remembrance,Reparations and Remembrance,0.817981,"{""Reparations and Remembrance"": 0.817981}",Reparations and Remembrance: onderwijs,Reparations and Remembrance: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.01; prox=0.00; groups=1 (w=1.30),C:\Users\Home\policy-analysis\slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.43.txt__1,220,"[0, 0, 1]","[0.0, 0.0, 0.004545454545454545]","[0, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.207.txt,1,"onze kennis, hoe controleren wij objectiviteit? Antropoloog Michel- Rolph Trouillot toonde in 1995 aan dat macht van invloed is op het docu­ menteren van geschiedenis.5 Zijn werk concentreert zich op auteurschap, het beheer van archieven en historiografie. Dezelfde observatie geldt voor kunst: door kunst, door beeldtaal te zien als een onafhankelijke en complete basis voor geschiedschrijving, wordt voorbijgegaan aan andere ­werkelijkheden, die wel aan bod komen wanneer uiteenlopende discipli­ nes, vakgebieden en bronnen worden gecombineerd. Het betrekken van de historische context van het verzet onder slaafgemaakten en de manier waarop verzet de koloniale economie ondermijnde, zal tot andere","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance",Reparations and Remembrance,0.957709,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.822378, ""Reparations and Remembrance"": 0.957709}","Colonial Exploitation, Slavery & Economic Inequality: slaafgemaakt; Reparations and Remembrance: bronn, geschiedenis","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.02; prox=0.00; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=2 (w=2.60); hits=2 (w=2.60); cov=0.03; prox=0.50; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.207.txt__1,98,"[1, 0, 1]","[0.01020408163265306, 0.0, 0.01020408163265306]","[1, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.134.txt,1,"van 243.000 gulden voor zĳn plantage Nooyt Gedagt in Essequibo.7 De positie als directeur van verschillende negotiaties stelde Van Vloten ook in staat op andere manieren van de koloniale handel te profiteren. Een van de afspraken die in de negotiaties werden vastge- legd, betrof de verplichting van de planters om hun producten naar de negotiatiedirecteur te verschepen. Door zich via de negotiaties van een gegarandeerde aanvoer van goederen te voorzien, werd het voor Van Vloten lucratief om ook in de verdere verwerking van die goederen te stappen. Op 2 november 1770 – dus rond de tĳd dat hĳ zĳn eerste negotiatie in Utrecht opzette – kocht hĳ samen met zĳn neef Willem van Vloten de suikerraffinaderĳ op het Lucasbolwerk (het zogenoemde Suikerhuis), inclusief de hele inboedel, waaronder in ieder geval ‘vier","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality",0.962993,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.962993}","Colonial Exploitation, Slavery & Economic Inequality: handel, plantag","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=2 (w=2.60); hits=2 (w=2.60); cov=0.02; prox=0.80; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.134.txt__1,131,"[1, 0, 0]","[0.007633587786259542, 0.0, 0.0]","[1, 0, 0]"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.113.txt,1,"slavernij op de plantages werden toegelaten. Het zou het voortbestaan van in slavernij gevormde Afro-Amerikaanse religies, talen en culturen in Suriname en op de eilanden niet bedreigen. Deze maatregelen werden in Suriname genomen in de hoop de bevol­ kingsafname af te remmen. In zowel Suriname als op Curaçao hadden ze tot doel om opstanden te voorkomen en uiteindelijk, na de afschaffing van de slavernij, een op Europese waarden gebaseerde cultuur en economie met bijbehorend arbeidsethos te bewerkstelligen.","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality",0.984442,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.984442, ""Reparations and Remembrance"": 0.822779}","Colonial Exploitation, Slavery & Economic Inequality: opstand, slavernij; Reparations and Remembrance: maatregel","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=2 (w=2.60); hits=4 (w=5.20); cov=0.08; prox=0.74; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.02; prox=0.00; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.113.txt__1,77,"[1, 0, 1]","[0.012987012987012988, 0.0, 0.012987012987012988]","[1, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.76.txt,0,"— 76 — over de leefomstandigheden en de cultuur van slaafgemaakten en dan in het bijzonder in steden. Zelf ben ik bezig met het onderzoeken van de transitie van slavernij naar burgerschap. Deze transitie verliep op tal van plekken erg verschillend en de uitkomst van dit proces is belangrijk om de doorwerking van slavernij te begrijpen.’ Excuses ‘Dat de excuses van 19 december 2022 zowel qua vorm en timing zijn door­ gedrukt door Rutte is veelzeggend. De herdenkingsbeweging heeft veel bereikt, maar veel ook nog niet. Het is belangrijk dat de doorwerkingen aangekaart zijn. De excuses zullen ook invloed hebben op de wetenschap. Er komt meer ruimte voor het onderzoek naar de doorwerkingen van dit verleden. Het is belangrijk om bij het analyseren van de excuses eraan te denken dat er in feite drie publieken waren. Deze hebben allemaal anders gereageerd op dit moment. Het eerste publiek was Nederland. Daar is duidelijk gemarkeerd dat dit verleden bij Nederland hoort en dat Nederland zich er toe moet verhouden. Het tweede publiek was het Caribisch deel van het Koninkrijk. Daar werd vooral gevoeld dat de excuses haastig en snel werden doorgedrukt en is het nu vooral van belang wat er ná de excuses gaat gebeuren. Het derde publiek was dat in Suriname. De excuses zijn daar het minst goed ontvangen, omdat de ambassade en het bestuur van Suriname helemaal niet betrokken zijn geweest bij de excuses. De Nederlandse overheid lijkt op tal van niveaus nog altijd niet goed in staat om Suriname te behandelen als een soevereine staat. Nederland ziet Suriname nog te veel als een onderdeel van het koninkrijk.’ Mercedes Zandwijken (1957), oprichter en directeur van de Stichting Keti Koti Dialoog Tafel, kwam pas op late leeftijd in aanraking met het slavernij­ verleden: ‘Toen ik bij de eerste slavernijherdenking in het","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance",Reparations and Remembrance,0.992886,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.982237, ""Reparations and Remembrance"": 0.992886}","Colonial Exploitation, Slavery & Economic Inequality: slaafgemaakt, slavernij; Reparations and Remembrance: excuses","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=2 (w=2.60); hits=4 (w=5.20); cov=0.02; prox=0.69; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=1 (w=1.30); hits=8 (w=10.40); cov=0.03; prox=0.92; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.76.txt__0,300,"[1, 0, 1]","[0.0033333333333333335, 0.0, 0.0033333333333333335]","[1, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\ketenen van het verleden.19.txt,1,"voren dat kandidaten met een niet-westerse naam minder kans maken in sollicitatieprocedures, ongeacht hun cv. De verschillen waren het grootst in lage- en middenfuncties. De ongelijkheid schuilt in de kansen: kandidaten met andere dan traditioneel Nederlandse namen, worden simpelweg min­ der vaak uitgenodigd voor een kennismakingsgesprek.25 21 Wennekers et al. (2019). 22 Monitor 2019/1. Dekker & den Ridder (2019). 23 Monitor 2019/1. Het grootste conflict is volgens de ondervraagden dat tussen autochtone Nederlanders en mensen met een migratieachtergrond. Als voorbeeld van polarisatie wordt de discussie over Zwarte Piet genoemd (Dekker & den Ridder, 2019). 24 Uitgesplitst naar achtergrond van de ondervraagden blijkt dat voor 62 procent van de Nederlanders zonder migratie- achtergrond excuses onnodig zijn, voor Nederlanders met een migratieachtergrond is dat slechts 20 procent (van Engeland et al. (2021)). 25 Andriessen et al. (2010).","Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism|Reparations and Remembrance",Modern & Everyday Racism,0.991626,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.732538, ""Modern & Everyday Racism"": 0.991626, ""Reparations and Remembrance"": 0.818488}","Colonial Exploitation, Slavery & Economic Inequality: ongelijk; Modern & Everyday Racism: autochton, migratie, ongelijk; Reparations and Remembrance: excuses","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=1 (w=1.00); hits=1 (w=1.00); cov=0.01; prox=0.00; groups=1 (w=1.00); Modern & Everyday Racism: distinct_kw=3 (w=3.90); hits=4 (w=4.90); cov=0.03; prox=0.79; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.01; prox=0.00; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\ketenen van het verleden.19.txt__1,135,"[1, 1, 1]","[0.007407407407407408, 0.007407407407407408, 0.007407407407407408]","[1, 1, 1]"
C:\Users\Home\policy-analysis\slavery_text\Racisme bij het Ministerie van Buitenlandse Zaken. Een verkennend onderzoek.64.txt,1,Oneerlijke processen in de instroming Veel respondenten geven aan dat er een gebrek aan etnische diversiteit is binnen het ministerie. Er worden verschillende verklaringen gegeven voor het gebrek aan diversiteit. Zo zou er vrij laat zijn gestart met een diversiteitsbeleid om de diversiteit van het personeel te vergroten. Er wordt volgens respondenten onvoldoende ingezet op het actief werven van mensen met een bi-culturele identiteit. Volgens verschillende respondenten is er de laatste jaren wel verbetering te zien in de instroom. In de ‘Beleidsvisie Diversiteit en Inclusie 2021’ van het ministerie van Buitenlandse Zaken van 2021 wordt in dit verband vermeld dat de instroom van medewerkers met een bi-culturele achtergrond niet accuraat gemeten kan worden. Er zijn alleen “organisatie- brede cijfers” binnen de Rijksoverheid beschikbaar. Daaruit blijkt dat er vooruitgang is geboekt in de afgelopen jaren en dat het ministerie het binnen de Rijksoverheid niet slecht,Modern & Everyday Racism,Modern & Everyday Racism,Modern & Everyday Racism,0.992428,"{""Modern & Everyday Racism"": 0.992428}","Modern & Everyday Racism: culturel, etnisch, inclusie",Modern & Everyday Racism: distinct_kw=3 (w=3.90); hits=4 (w=5.20); cov=0.04; prox=0.78; groups=1 (w=1.30),C:\Users\Home\policy-analysis\slavery_text\Racisme bij het Ministerie van Buitenlandse Zaken. Een verkennend onderzoek.64.txt__1,144,"[0, 1, 0]","[0.0, 0.006944444444444444, 0.0]","[0, 1, 0]"
C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.98.txt,0,"98 MATTHIAS VAN ROSSUM hĳ leidinggegeven aan de verovering van Ambon in 1605 en van het noordelĳker gelegen vorstendom Tidore. Ook in het remonstrantse bolwerk Utrecht ontwikkelde een pro- minent deel van de stedelĳke en bestuurlĳke elite grote belangen bĳ de koloniale expansie en de overzeese slavernĳ. Zo nam de Utrechtse wĳnkoopman Pieter de Gruyter de financiële zaken van zĳn zwager Antonio van Diemen, de Culemborgse koopman die voor de voc was uitgevaren en het in 1636 tot gouverneur-generaal schopte. In zĳn functie van gouverneur-generaal liet Van Diemen meerdere malen bedragen van dertigduizend gulden of meer naar De Gruyter in Utrecht overmaken. De vrouw van Van Diemen, Maria van Aelst, keerde na zĳn overlĳden in 1645 terug. De weduwe reisde in het gezelschap van onder meer zeven slaafgemaakten en Bartholomeus de Gruyter, de zoon van Pieter. Hĳ was onder Van Diemen opgeklommen tot opperhoofd van de Coromandel- kust, waar de voc in deze periode op grote schaal slavenhandel dreef. Hĳ trouwde met de dochter van gouverneur-generaal Jacques Specx. Zĳn succes in de koloniën vertaalde zich na zĳn terugkomst in Utrecht in politiek aanzien. Hĳ werd in 1675 verkozen tot raad in de vroedschap en functioneerde van 1678 tot 1680 tweemaal als burgermeester.7 De banden met de elites van de voc en kamersteden waren dan ook nauw. Zo liet de Utrechtse regent Willem van der Muelen, heer van Nieuwkoop en Portengen, bĳ zĳn overlĳden in 1690 maar liefst 30.500 gulden aan voc-aandelen na. Willem was afkomstig uit een overgekomen Antwerps koopmangeslacht, maar was zelf in Utrecht geboren en opgeklommen tot schepen, raad en thesaurier (schatkistbewaarder) van de stad. Door zĳn huwelĳken raakte Willem verbonden met de prominente Amsterdamse koopmans- en regentenfamilies (en voc-grootinvesteerders) Deutz, Coymans, Trip en Huydecoper.8 Zĳn zoon werd namens Utrecht weer voc-bewindhebber. De slavenhandel van een Utrechtse commandeur","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality",0.99492,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.99492}","Colonial Exploitation, Slavery & Economic Inequality: slaafgemaakt, voc","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=2 (w=2.60); hits=7 (w=9.10); cov=0.02; prox=0.88; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.98.txt__0,300,"[1, 0, 0]","[0.0033333333333333335, 0.0, 0.0]","[1, 0, 0]"
C:\Users\Home\policy-analysis\slavery_text\Racisme bij het Ministerie van Buitenlandse Zaken. Een verkennend onderzoek.76.txt,1,"erkenning is voor het bestaan van racisme. De “meerderheid” en de “gemiddelde medewerker” gaan ervan uit dat racisme niet of nauwelijks voorkomt binnen het ministerie. De omvang en ernst van het probleem wordt sterk onderschat. Het zelfbeeld van de organisatie is volgens respondenten “tolerant”, progressief”, “diplomatiek”, “onschuldig” en mede door het werken in verschillende landen “open minded”. Op basis van dit zelfbeeld kunnen veel medewerkers zich niet voorstellen dat er racisme voorkomt. De organisatie racistisch noemen, wordt als een grote beschuldiging",Modern & Everyday Racism,Modern & Everyday Racism,Modern & Everyday Racism,0.983965,"{""Modern & Everyday Racism"": 0.983965}",Modern & Everyday Racism: racism,Modern & Everyday Racism: distinct_kw=1 (w=1.30); hits=6 (w=7.80); cov=0.04; prox=0.84; groups=1 (w=1.30),C:\Users\Home\policy-analysis\slavery_text\Racisme bij het Ministerie van Buitenlandse Zaken. Een verkennend onderzoek.76.txt__1,81,"[0, 1, 0]","[0.0, 0.012345679012345678, 0.0]","[0, 1, 0]"
C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.128.txt,0,"128 ALEX VAN STIPRIAAN De familie Nepveu Laurens Johannes Nepveu (1751-1823) was zo’n Utrechter.11 Hĳ was geboren in Paramaribo als zoon van Jean Nepveu, een man die vele decennia tot de bestuurlĳke top van de kolonie behoorde en die zĳn loopbaan afsloot als een van de langstzittende gouverneurs van Suri- name (1768-1779). Deze Jean Nepveu was in 1719 in Utrecht ter wereld gekomen en als jongeman naar Suriname vertrokken. Daar bouwde hĳ een groot plantagebezit op, dat bĳ zĳn overlĳden maar liefst zeven plantages omvatte, naast zo ongeveer het grootste huis van Paramaribo. De nettowaarde daarvan, inclusief de erfenis van zĳn eerder overleden vrouw, werd bĳ de verdeling getaxeerd op bĳna 1,7 miljoen gulden, nu zo’n 15,4 miljoen euro.12 Een onvoorstelbaar bedrag. De boedel werd over de drie levende kinderen verdeeld, waarvan Laurens Jan ruim zes ton ontving. Deze Laurens Jan was al lang daarvoor, als jonge twintiger, naar de Republiek vertrokken, waar hĳ trouwde met de Utrechtse Margaretha Roosmale en zich vestigde in een pand uit haar familiebezit aan het Janskerkhof 15a.13 Later kocht zĳn nichtje Janskerkhof 25, zĳn eigen zoon nummer 14 en zĳn kleinzoon nummer 23.14 Laurens Jan kon goed leven van de twee koffieplantages La Singularité en Ma Retraite, die beide voordelig produceerden. Niettemin schreef hĳ halverwege de jaren 1780 dat hĳ weliswaar heel tevreden was over het beheer van La Singularité, maar dat de plantagedirecteur wel voorzichtig moest zĳn met de circa 250 slaafgemaakten, ‘want sonder deselve is een uitgestrekte plantage gelĳk Singularité een dood lighaam van geene waarde’, maar door de Vierde Engels-Nederlandse Oorlog zou het voor hem ‘voor als nog onmooglĳk sĳn om eenige aankoop van nieuwe slaaven te doen’.15 Dat had dus niets te maken met de levensomstandigheden van degenen die onder dwang voor hem werkten – en van wie hĳ een","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality",0.987487,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.987487}","Colonial Exploitation, Slavery & Economic Inequality: kolonie, plantag, slaafgemaakt","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=3 (w=3.90); hits=3 (w=3.90); cov=0.02; prox=0.64; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.128.txt__0,300,"[1, 0, 0]","[0.0033333333333333335, 0.0, 0.0]","[1, 0, 0]"
C:\Users\Home\policy-analysis\slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.27.txt,1,"opgenomen en die blijk geeft van een nieuwe stap in de richting van eenheid en constitutionele ontwikkeling. Net als aan de latere Grondwetshervormingen lag aan deze Grondwet de grondwettelijke regeling van 1798 ten grondslag: ǲ[ ] de meest uitgebreide grondwet is zonder twijfel die van ͳ͹ͻͺ met haar ʹ͹ algemene beginselen en 308 artikelen die de eigenlijke staatsregeling bevatten. Daarna worden het er steeds minder: 106 artikelen in 1801, 87 in 1805 en 79 (plus 13 kleinere institutionele arrangementen) in 1806. Ook de tekst van 1814 is relatief sober, met 146 artikelen. Die van 1815, ofschoon die vaak wordt gezien als een bescheiden aanpassing, telt echter 234 artikelen. Daarna daalt het aantal weer, van 199 artikelen (plus 7 belangrijke additionele bepalingen) in 1848 tot 142 in 1983, waaraan 23 additionele bepalingen zijn toegevoegd.ǳ (Van den Berg en Vis, 2013: 214) Op basis van deze grondwettelijke ontwikkelingen konden individuen en groepen hun eisen voor emancipatie hardmaken. Ze creëerden ijkpunten voor de manier waarop de Staat vaststelde wat een legitieme eis voor gelijkheid is, voor groepen en voor individuen. Ook was het zo dat ǲ[op basis] van de ervaringen in de Bataafse Republiek, vraagstukken als de godsdienst, de armenzorg, het onderwijs en de waterstaat in de kern werden beschouwd als vraagstukken die de nationale overheid zich geheel of ten dele zou moeten aantrekken, naast uiteraard de inwendige en uitwendige veiligheid, het koloniale beheer en de financiën.ǳ ȋVan den Berg en Vis, ʹͲͳ͵: ʹͲͳȌ De nieuwe staatsinrichting had gevolgen voor de relatie tussen de Koning, de regering, het parlement en de bevolking als geheel. Bovendien werd in de nieuwe eenheidsstaat het Ministerie van Binnenlandse Zaken de sterkst groeiende besteder. Onder het ministerie vielen immers zo ongeveer alle openbare uitgaven: voor onderwijs,","Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism|Reparations and Remembrance",Reparations and Remembrance,0.966569,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.731135, ""Modern & Everyday Racism"": 0.818411, ""Reparations and Remembrance"": 0.966569}","Colonial Exploitation, Slavery & Economic Inequality: emancipatie; Modern & Everyday Racism: institutionel; Reparations and Remembrance: emancipatie, onderwijs","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=1 (w=1.00); hits=1 (w=1.00); cov=0.01; prox=0.00; groups=1 (w=1.00); Modern & Everyday Racism: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.01; prox=0.00; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=2 (w=2.30); hits=3 (w=3.60); cov=0.02; prox=0.77; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.27.txt__1,288,"[1, 1, 1]","[0.003472222222222222, 0.003472222222222222, 0.003472222222222222]","[1, 1, 1]"
